state,year,month,age_group,deaths,population,daily_chance_to_die,days_in_month
Georgia,2020,07,80-84 years,1106,168176,2.1214334598776703e-4,31
Georgia,2020,07,85+ years,2130,151598,4.532360415002496e-4,31
Georgia,2020,06,10-14 years,19,748301,8.463617358968294e-7,30
Georgia,2020,06,15-19 years,38,759130,1.6685767479439183e-6,30
Georgia,2020,06,20-24 years,75,736813,3.3929911660082e-6,30
Georgia,2020,06,25-29 years,98,746256,4.377407574165791e-6,30
Georgia,2020,06,30-34 years,115,734790,5.2169100468614615e-6,30
Georgia,2020,06,35-39 years,136,717048,6.322217387585396e-6,30
Georgia,2020,06,40-44 years,158,690383,7.628615806974776e-6,30
Georgia,2020,06,45-49 years,226,704883,1.0687352842008296e-5,30
Georgia,2020,06,50-54 years,334,699010,1.5927287640138672e-5,30
Georgia,2020,06,55-59 years,532,700368,2.5320022235929303e-5,30
Georgia,2020,06,60-64 years,685,627919,3.636350123715532e-5,30
Georgia,2020,06,65-69 years,745,522808,4.7499910738422774e-5,30
Georgia,2020,06,70-74 years,894,427060,6.977942209525593e-5,30
Georgia,2020,06,75-79 years,868,276646,1.0458612571059524e-4,30
Georgia,2020,06,80-84 years,888,168176,1.7600608885929027e-4,30
Georgia,2020,06,85+ years,1771,151598,3.8940707221291396e-4,30
Georgia,2020,03,10-14 years,0,748301,0,31
Georgia,2020,03,15-19 years,32,759130,1.3597908981546364e-6,31
Georgia,2020,03,20-24 years,63,736813,2.7581734639808596e-6,31
Georgia,2020,03,25-29 years,84,746256,3.631029324192822e-6,31
Georgia,2020,03,30-34 years,92,734790,4.03889810079597e-6,31
Georgia,2020,03,35-39 years,141,717048,6.343211468094456e-6,31
Georgia,2020,03,40-44 years,144,690383,6.72838307189282e-6,31
Georgia,2020,03,45-49 years,212,704883,9.701907518580183e-6,31
Georgia,2020,03,50-54 years,310,699010,1.4305946982160485e-5,31
Georgia,2020,03,55-59 years,499,700368,2.2983309051167938e-5,31
Georgia,2020,03,60-64 years,731,627919,3.755364172972999e-5,31
Georgia,2020,03,65-69 years,853,522808,5.2631423069765694e-5,31
Georgia,2020,03,70-74 years,898,427060,6.783061381418037e-5,31
Georgia,2020,03,75-79 years,973,276646,1.1345581275056768e-4,31
Georgia,2020,03,80-84 years,904,168176,1.733974545867463e-4,31
Georgia,2020,03,85+ years,1888,151598,4.0174161800585504e-4,31
Georgia,2020,09,10-14 years,0,748301,0,30
Georgia,2020,09,15-19 years,40,759130,1.756396576783072e-6,30
Georgia,2020,09,20-24 years,80,736813,3.6191905770754135e-6,30
Georgia,2020,09,25-29 years,80,746256,3.5733939380945236e-6,30
Georgia,2020,09,30-34 years,116,734790,5.262274482051561e-6,30
Georgia,2020,09,35-39 years,114,717048,5.299505751358347e-6,30
Georgia,2020,09,40-44 years,174,690383,8.401133863377285e-6,30
Georgia,2020,09,45-49 years,259,704883,1.2247895513628976e-5,30
Georgia,2020,09,50-54 years,353,699010,1.6833330949008835e-5,30
Georgia,2020,09,55-59 years,561,700368,2.6700249011948006e-5,30
Georgia,2020,09,60-64 years,772,627919,4.098193132129038e-5,30
Georgia,2020,09,65-69 years,889,522808,5.668110153886959e-5,30
Georgia,2020,09,70-74 years,1036,427060,8.086295446385363e-5,30
Georgia,2020,09,75-79 years,1048,276646,1.2627449279343757e-4,30
Georgia,2020,09,80-84 years,1064,168176,2.1089017854311357e-4,30
Georgia,2020,09,85+ years,1853,151598,4.074372133317502e-4,30
Georgia,2020,04,10-14 years,15,748301,6.681803178132864e-7,30
Georgia,2020,04,15-19 years,33,759130,1.4490271758460343e-6,30
Georgia,2020,04,20-24 years,63,736813,2.8501125794468883e-6,30
Georgia,2020,04,25-29 years,91,746256,4.06473560458252e-6,30
Georgia,2020,04,30-34 years,111,734790,5.035452306101063e-6,30
Georgia,2020,04,35-39 years,140,717048,6.508164957808496e-6,30
Georgia,2020,04,40-44 years,157,690383,7.580333428449619e-6,30
Georgia,2020,04,45-49 years,251,704883,1.1869582138690628e-5,30
Georgia,2020,04,50-54 years,315,699010,1.5021244331268509e-5,30
Georgia,2020,04,55-59 years,537,700368,2.555799236972563e-5,30
Georgia,2020,04,60-64 years,772,627919,4.098193132129038e-5,30
Georgia,2020,04,65-69 years,830,522808,5.29193636414643e-5,30
Georgia,2020,04,70-74 years,973,427060,7.594561263834902e-5,30
Georgia,2020,04,75-79 years,1085,276646,1.3073265713824407e-4,30
Georgia,2020,04,80-84 years,1060,168176,2.1009735832302668e-4,30
Georgia,2020,04,85+ years,2153,151598,4.7340114425432173e-4,30
Georgia,2020,08,10-14 years,13,748301,5.604092988111434e-7,31
Georgia,2020,08,15-19 years,42,759130,1.7847255538279602e-6,31
Georgia,2020,08,20-24 years,82,736813,3.590003556292547e-6,31
Georgia,2020,08,25-29 years,103,746256,4.45233357609358e-6,31
Georgia,2020,08,30-34 years,133,734790,5.838841819628957e-6,31
Georgia,2020,08,35-39 years,150,717048,6.7480973064834635e-6,31
Georgia,2020,08,40-44 years,213,690383,9.952399960508129e-6,31
Georgia,2020,08,45-49 years,282,704883,1.2905367548300054e-5,31
Georgia,2020,08,50-54 years,383,699010,1.767476675537892e-5,31
Georgia,2020,08,55-59 years,615,700368,2.832612237769195e-5,31
Georgia,2020,08,60-64 years,846,627919,4.346153338351788e-5,31
Georgia,2020,08,65-69 years,1011,522808,6.238026814013261e-5,31
Georgia,2020,08,70-74 years,1175,427060,8.875386551410015e-5,31
Georgia,2020,08,75-79 years,1146,276646,1.336283262200931e-4,31
Georgia,2020,08,80-84 years,1167,168176,2.2384383794550104e-4,31
Georgia,2020,08,85+ years,2229,151598,4.7430194202068373e-4,31
Georgia,2020,11,10-14 years,18,748301,8.018163813759436e-7,30
Georgia,2020,11,15-19 years,44,759130,1.932036234461379e-6,30
Georgia,2020,11,20-24 years,70,736813,3.166791754940987e-6,30
Georgia,2020,11,25-29 years,92,746256,4.109403028808702e-6,30
Georgia,2020,11,30-34 years,115,734790,5.2169100468614615e-6,30
Georgia,2020,11,35-39 years,122,717048,5.671400891804547e-6,30
Georgia,2020,11,40-44 years,176,690383,8.497698620427598e-6,30
Georgia,2020,11,45-49 years,219,704883,1.0356328638937241e-5,30
Georgia,2020,11,50-54 years,330,699010,1.573654168037653e-5,30
Georgia,2020,11,55-59 years,528,700368,2.512964612889224e-5,30
Georgia,2020,11,60-64 years,779,627919,4.135352914415182e-5,30
Georgia,2020,11,65-69 years,892,522808,5.687237634721223e-5,30
Georgia,2020,11,70-74 years,1021,427060,7.969215879111444e-5,30
Georgia,2020,11,75-79 years,1042,276646,1.255515472240095e-4,30
Georgia,2020,11,80-84 years,1064,168176,2.1089017854311357e-4,30
Georgia,2020,11,85+ years,2026,151598,4.454764134970998e-4,30
Georgia,2020,NA,10-14 years,0,748301,0,31
Georgia,2020,NA,15-19 years,0,759130,0,31
Georgia,2020,NA,20-24 years,0,736813,0,31
Georgia,2020,NA,25-29 years,0,746256,0,31
Georgia,2020,NA,30-34 years,0,734790,0,31
Georgia,2020,NA,35-39 years,0,717048,0,31
Georgia,2020,NA,40-44 years,0,690383,0,31
Georgia,2020,NA,45-49 years,0,704883,0,31
Georgia,2020,NA,50-54 years,0,699010,0,31
Georgia,2020,NA,55-59 years,0,700368,0,31
Georgia,2020,NA,60-64 years,0,627919,0,31
Georgia,2020,NA,65-69 years,0,522808,0,31
Georgia,2020,NA,70-74 years,0,427060,0,31
Georgia,2020,NA,75-79 years,0,276646,0,31
Georgia,2020,NA,80-84 years,0,168176,0,31
Georgia,2020,NA,85+ years,0,151598,0,31
Georgia,2021,01,10-14 years,14,741100,6.093818691483018e-7,31
Georgia,2021,01,15-19 years,33,746335,1.4263248126273831e-6,31
Georgia,2021,01,20-24 years,60,756839,2.557325760125657e-6,31
Georgia,2021,01,25-29 years,118,739250,5.1490721851920535e-6,31
Georgia,2021,01,30-34 years,142,749778,6.109335244952936e-6,31
Georgia,2021,01,35-39 years,174,719054,7.80595508238109e-6,31
Georgia,2021,01,40-44 years,225,703387,1.0318735654951019e-5,31
Georgia,2021,01,45-49 years,319,683947,1.5045497064312237e-5,31
Georgia,2021,01,50-54 years,500,710792,2.2691634483877865e-5,31
Georgia,2021,01,55-59 years,720,696463,3.334822733097509e-5,31
Georgia,2021,01,60-64 years,1101,638304,5.5641401326418236e-5,31
Georgia,2021,01,65-69 years,1333,535087,8.036076376364965e-5,31
Georgia,2021,01,70-74 years,1650,445786,1.1939766267135554e-4,31
Georgia,2021,01,75-79 years,1712,285087,1.9371562523585046e-4,31
Georgia,2021,01,80-84 years,1654,173243,3.079768805070186e-4,31
Georgia,2021,01,85+ years,3088,152741,6.521687250038068e-4,31
Georgia,2021,05,10-14 years,10,741100,4.352727636773584e-7,31
Georgia,2021,05,15-19 years,47,746335,2.0314323088935457e-6,31
Georgia,2021,05,20-24 years,98,756839,4.176965408205239e-6,31
Georgia,2021,05,25-29 years,108,739250,4.712710135599507e-6,31
Georgia,2021,05,30-34 years,135,749778,5.8081708314693404e-6,31
Georgia,2021,05,35-39 years,161,719054,7.222751541743421e-6,31
Georgia,2021,05,40-44 years,187,703387,8.57601585544818e-6,31
Georgia,2021,05,45-49 years,228,683947,1.0753521412737273e-5,31
Georgia,2021,05,50-54 years,375,710792,1.70187258629084e-5,31
Georgia,2021,05,55-59 years,557,696463,2.579855919910156e-5,31
Georgia,2021,05,60-64 years,738,638304,3.729641614795337e-5,31
Georgia,2021,05,65-69 years,725,535087,4.370709206950187e-5,31
Georgia,2021,05,70-74 years,981,445786,7.098733762460593e-5,31
Georgia,2021,05,75-79 years,931,285087,1.0534418638701915e-4,31
Georgia,2021,05,80-84 years,948,173243,1.7651879245505055e-4,31
Georgia,2021,05,85+ years,1709,152741,3.6093146082626483e-4,31
Georgia,2021,10,10-14 years,14,741100,6.093818691483018e-7,31
Georgia,2021,10,15-19 years,55,746335,2.3772080210456386e-6,31
Georgia,2021,10,20-24 years,94,756839,4.0064770241968625e-6,31
Georgia,2021,10,25-29 years,108,739250,4.712710135599507e-6,31
Georgia,2021,10,30-34 years,156,749778,6.711664071920127e-6,31
Georgia,2021,10,35-39 years,188,719054,8.434020433837039e-6,31
Georgia,2021,10,40-44 years,221,703387,1.0135291465529667e-5,31
Georgia,2021,10,45-49 years,332,683947,1.565863644310866e-5,31
Georgia,2021,10,50-54 years,488,710792,2.2147035256264796e-5,31
Georgia,2021,10,55-59 years,691,696463,3.2005034841255257e-05,31
Georgia,2021,10,60-64 years,832,638304,4.204690817763848e-5,31
Georgia,2021,10,65-69 years,980,535087,5.9079931349119776e-5,31
Georgia,2021,10,70-74 years,1099,445786,7.952607956110287e-5,31
Georgia,2021,10,75-79 years,1141,285087,1.291060329404821e-4,31
Georgia,2021,10,80-84 years,1093,173243,2.0351797484532727e-4,31
Georgia,2021,10,85+ years,1880,152741,3.970457263624212e-4,31
Georgia,2021,12,10-14 years,14,741100,6.093818691483018e-7,31
Georgia,2021,12,15-19 years,53,746335,2.2907640930076155e-6,31
Georgia,2021,12,20-24 years,68,756839,2.898302528142411e-6,31
Georgia,2021,12,25-29 years,107,739250,4.669073930640252e-6,31
Georgia,2021,12,30-34 years,140,749778,6.023288269671909e-6,31
Georgia,2021,12,35-39 years,182,719054,8.164849568927346e-6,31
Georgia,2021,12,40-44 years,215,703387,9.860125181397641e-6,31
Georgia,2021,12,45-49 years,282,683947,1.3300408063122416e-5,31
Georgia,2021,12,50-54 years,359,710792,1.6292593559424307e-5,31
Georgia,2021,12,55-59 years,549,696463,2.5428023339868505e-5,31
Georgia,2021,12,60-64 years,798,638304,4.0328645103071525e-5,31
Georgia,2021,12,65-69 years,947,535087,5.7090505089404516e-5,31
Georgia,2021,12,70-74 years,1108,445786,8.017733953931027e-5,31
Georgia,2021,12,75-79 years,1149,285087,1.300112461425188e-4,31
Georgia,2021,12,80-84 years,1075,173243,2.001663522037757e-4,31
Georgia,2021,12,85+ years,2034,152741,4.295696847984919e-4,31
Georgia,2021,02,10-14 years,13,741100,6.264818705784837e-7,28
Georgia,2021,02,15-19 years,34,746335,1.6269982170013657e-6,28
Georgia,2021,02,20-24 years,64,756839,3.020079945291252e-6,28
Georgia,2021,02,25-29 years,92,739250,4.444659162278371e-6,28
Georgia,2021,02,30-34 years,109,749778,5.1920130263319844e-6,28
Georgia,2021,02,35-39 years,155,719054,7.698607177923057e-6,28
Georgia,2021,02,40-44 years,179,703387,9.08867684909892e-6,28
Georgia,2021,02,45-49 years,262,683947,1.3681093501605909e-5,28
Georgia,2021,02,50-54 years,384,710792,1.9294372635434437e-5,28
Georgia,2021,02,55-59 years,597,696463,3.0613871191188295e-5,28
Georgia,2021,02,60-64 years,815,638304,4.560075270896447e-5,28
Georgia,2021,02,65-69 years,947,535087,6.320734492041214e-5,28
Georgia,2021,02,70-74 years,1160,445786,9.293376514419796e-5,28
Georgia,2021,02,75-79 years,1170,285087,1.4657179838335066e-4,28
Georgia,2021,02,80-84 years,1204,173243,2.4820627673268186e-4,28
Georgia,2021,02,85+ years,2104,152741,4.919625846554438e-4,28
Georgia,2021,07,10-14 years,11,741100,4.788000400450942e-7,31
Georgia,2021,07,15-19 years,45,746335,1.9449883808555225e-6,31
Georgia,2021,07,20-24 years,84,756839,3.5802560641759196e-6,31
Georgia,2021,07,25-29 years,108,739250,4.712710135599507e-6,31
Georgia,2021,07,30-34 years,133,749778,5.722123856188313e-6,31
Georgia,2021,07,35-39 years,146,719054,6.549824379469189e-6,31
Georgia,2021,07,40-44 years,189,703387,8.667737950158856e-6,31
Georgia,2021,07,45-49 years,223,683947,1.0517698574738649e-5,31
Georgia,2021,07,50-54 years,324,710792,1.4704179145552857e-5,31
Georgia,2021,07,55-59 years,550,696463,2.547434032227264e-5,31
Georgia,2021,07,60-64 years,758,638304,3.830715913299275e-5,31
Georgia,2021,07,65-69 years,862,535087,5.196622532953188e-5,31
Georgia,2021,07,70-74 years,967,445786,6.997426654739443e-5,31
Georgia,2021,07,75-79 years,920,285087,1.0409951823421872e-4,31
Georgia,2021,07,80-84 years,922,173243,1.7167755975058715e-4,31
Georgia,2021,07,85+ years,1666,152741,3.5185009580840094e-4,31
Georgia,2021,06,10-14 years,16,741100,7.196509692798993e-7,30
Georgia,2021,06,15-19 years,53,746335,2.3671228961078694e-6,30
Georgia,2021,06,20-24 years,81,756839,3.567469435375291e-6,30
Georgia,2021,06,25-29 years,110,739250,4.9599819637019504e-6,30
Georgia,2021,06,30-34 years,133,749778,5.912861318061257e-6,30
Georgia,2021,06,35-39 years,116,719054,5.377435723418083e-6,30
Georgia,2021,06,40-44 years,176,703387,8.340595812357445e-6,30
Georgia,2021,06,45-49 years,243,683947,1.1843022924290917e-5,30
Georgia,2021,06,50-54 years,314,710792,1.4725358004404476e-5,30
Georgia,2021,06,55-59 years,466,696463,2.230317092700306e-5,30
Georgia,2021,06,60-64 years,675,638304,3.524966160324861e-5,30
Georgia,2021,06,65-69 years,827,535087,5.151810204072733e-5,30
Georgia,2021,06,70-74 years,940,445786,7.028783616653132e-5,30
Georgia,2021,06,75-79 years,847,285087,9.903409602448844e-5,30
Georgia,2021,06,80-84 years,805,173243,1.5488841299985185e-4,30
Georgia,2021,06,85+ years,1602,152741,3.4961143373422984e-4,30
Georgia,2021,03,10-14 years,15,741100,6.529091455160376e-7,31
Georgia,2021,03,15-19 years,48,746335,2.0746542729125572e-6,31
Georgia,2021,03,20-24 years,73,756839,3.1114130081528824e-6,31
Georgia,2021,03,25-29 years,95,739250,4.145439471129196e-6,31
Georgia,2021,03,30-34 years,114,749778,4.904677591018555e-6,31
Georgia,2021,03,35-39 years,134,719054,6.011482649649804e-6,31
Georgia,2021,03,40-44 years,164,703387,7.521211766275409e-6,31
Georgia,2021,03,45-49 years,265,683947,1.2498610413927093e-5,31
Georgia,2021,03,50-54 years,356,710792,1.615644375252104e-5,31
Georgia,2021,03,55-59 years,512,696463,2.371429499091562e-5,31
Georgia,2021,03,60-64 years,764,638304,3.861038202850457e-5,31
Georgia,2021,03,65-69 years,891,535087,5.3714509012311956e-5,31
Georgia,2021,03,70-74 years,1020,445786,7.380946419683798e-5,31
Georgia,2021,03,75-79 years,987,285087,1.1168067880127595e-4,31
Georgia,2021,03,80-84 years,1000,173243,1.8620125786397736e-4,31
Georgia,2021,03,85+ years,1856,152741,3.919770575152414e-4,31
Georgia,2021,09,10-14 years,17,741100,7.64629154859893e-7,30
Georgia,2021,09,15-19 years,61,746335,2.7244244653316988e-6,30
Georgia,2021,09,20-24 years,87,756839,3.831726430588276e-6,30
Georgia,2021,09,25-29 years,130,739250,5.861796866193214e-6,30
Georgia,2021,09,30-34 years,205,749778,9.113808798515472e-6,30
Georgia,2021,09,35-39 years,243,719054,1.1264800696470641e-5,30
Georgia,2021,09,40-44 years,368,703387,1.7439427607656478e-5,30
Georgia,2021,09,45-49 years,453,683947,2.2077734093431217e-5,30
Georgia,2021,09,50-54 years,648,710792,3.0388636900809237e-5,30
Georgia,2021,09,55-59 years,923,696463,4.41755939176477e-5,30
Georgia,2021,09,60-64 years,1203,638304,6.282273023512308e-5,30
Georgia,2021,09,65-69 years,1293,535087,8.054764926077442e-5,30
Georgia,2021,09,70-74 years,1406,445786,1.0513265707462025e-4,30
Georgia,2021,09,75-79 years,1352,285087,1.5808039884900632e-4,30
Georgia,2021,09,80-84 years,1288,173243,2.4782146079976294e-4,30
Georgia,2021,09,85+ years,2118,152741,4.622203599557421e-4,30
Georgia,2021,04,10-14 years,14,741100,6.296945981199119e-7,30
Georgia,2021,04,15-19 years,36,746335,1.607857061507232e-6,30
Georgia,2021,04,20-24 years,90,756839,3.963854928194768e-6,30
Georgia,2021,04,25-29 years,100,739250,4.509074512456318e-6,30
Georgia,2021,04,30-34 years,134,749778,5.957318921956454e-6,30
Georgia,2021,04,35-39 years,137,719054,6.3509370181748054e-6,30
Georgia,2021,04,40-44 years,165,703387,7.819308574085105e-6,30
Georgia,2021,04,45-49 years,264,683947,1.2866494041204948e-5,30
Georgia,2021,04,50-54 years,346,710792,1.6226031431604932e-5,30
Georgia,2021,04,55-59 years,558,696463,2.670637205422255e-5,30
Georgia,2021,04,60-64 years,754,638304,3.937517755385104e-5,30
Georgia,2021,04,65-69 years,787,535087,4.9026295412397115e-5,30
Georgia,2021,04,70-74 years,1000,445786,7.477429379418226e-5,30
Georgia,2021,04,75-79 years,949,285087,1.1096027996132175e-4,30
Georgia,2021,04,80-84 years,963,173243,1.8528887170044387e-4,30
Georgia,2021,04,85+ years,1732,152741,3.779818996427504e-4,30
Georgia,2021,08,10-14 years,16,741100,6.964364218837734e-7,31
Georgia,2021,08,15-19 years,48,746335,2.0746542729125572e-6,31
Georgia,2021,08,20-24 years,93,756839,3.963854928194768e-6,31
Georgia,2021,08,25-29 years,119,739250,5.1927083901513085e-6,31
Georgia,2021,08,30-34 years,211,749778,9.077955892148377e-6,31
Georgia,2021,08,35-39 years,222,719054,9.959322001658631e-6,31
Georgia,2021,08,40-44 years,316,703387,1.4492090964286763e-5,31
Georgia,2021,08,45-49 years,380,683947,1.7922535687895456e-5,31
Georgia,2021,08,50-54 years,605,710792,2.745687772549222e-5,31
Georgia,2021,08,55-59 years,778,696463,3.603461231041475e-5,31
Georgia,2021,08,60-64 years,1059,638304,5.3518841057835524e-5,31
Georgia,2021,08,65-69 years,1132,535087,6.824334927265671e-5,31
Georgia,2021,08,70-74 years,1299,445786,9.399852352126718e-5,31
Georgia,2021,08,75-79 years,1285,285087,1.4539987057714243e-4,31
Georgia,2021,08,80-84 years,1152,173243,2.1450384905930193e-4,31
Georgia,2021,08,85+ years,2153,152741,4.5470183449909196e-4,31
Georgia,2021,11,10-14 years,12,741100,5.397382269599244e-7,30
Georgia,2021,11,15-19 years,46,746335,2.054484023037019e-6,30
Georgia,2021,11,20-24 years,73,756839,3.2151267750913116e-6,30
Georgia,2021,11,25-29 years,108,739250,4.869800473452824e-6,30
Georgia,2021,11,30-34 years,126,749778,5.6016580907948755e-6,30
Georgia,2021,11,35-39 years,148,719054,6.860866267809279e-6,30
Georgia,2021,11,40-44 years,203,703387,9.6201190335713715e-06,30
Georgia,2021,11,45-49 years,243,683947,1.1843022924290917e-5,30
Georgia,2021,11,50-54 years,356,710792,1.6694991877605074e-5,30
Georgia,2021,11,55-59 years,576,696463,2.7567867926939407e-5,30
Georgia,2021,11,60-64 years,746,638304,3.895740378670143e-5,30
Georgia,2021,11,65-69 years,850,535087,5.295089085201721e-5,30
Georgia,2021,11,70-74 years,994,445786,7.432564803141717e-5,30
Georgia,2021,11,75-79 years,1058,285087,1.2370492750166323e-4,30
Georgia,2021,11,80-84 years,1052,173243,2.0241318071533433e-4,30
Georgia,2021,11,85+ years,1829,152741,3.991506318975695e-4,30
Georgia,2021,NA,10-14 years,0,741100,0,31
Georgia,2021,NA,15-19 years,0,746335,0,31
Georgia,2021,NA,20-24 years,0,756839,0,31
Georgia,2021,NA,25-29 years,0,739250,0,31
Georgia,2021,NA,30-34 years,0,749778,0,31
Georgia,2021,NA,35-39 years,0,719054,0,31
Georgia,2021,NA,40-44 years,0,703387,0,31
Georgia,2021,NA,45-49 years,0,683947,0,31
Georgia,2021,NA,50-54 years,0,710792,0,31
Georgia,2021,NA,55-59 years,0,696463,0,31
Georgia,2021,NA,60-64 years,0,638304,0,31
Georgia,2021,NA,65-69 years,0,535087,0,31
Georgia,2021,NA,70-74 years,0,445786,0,31
Georgia,2021,NA,75-79 years,0,285087,0,31
Georgia,2021,NA,80-84 years,0,173243,0,31
Georgia,2021,NA,85+ years,0,152741,0,31
Hawaii,2020,01,10-14 years,0,83830,0,31
Hawaii,2020,01,15-19 years,0,79106,0,31
Hawaii,2020,01,20-24 years,0,90815,0,31
Hawaii,2020,01,25-29 years,0,99021,0,31
Hawaii,2020,01,30-34 years,10,100476,3.210524355679867e-6,31
Hawaii,2020,01,35-39 years,16,99439,5.190408514346127e-6,31
Hawaii,2020,01,40-44 years,18,90023,6.449964578944521e-6,31
Hawaii,2020,01,45-49 years,22,84989,8.350226727633443e-6,31
Hawaii,2020,01,50-54 years,24,86766,8.92277560780832e-6,31
Hawaii,2020,01,55-59 years,54,91540,1.9029227483842775e-5,31
Hawaii,2020,01,60-64 years,76,91685,2.6739520131164382e-5,31
Hawaii,2020,01,65-69 years,83,85178,3.143322635937343e-5,31
Hawaii,2020,01,70-74 years,114,73032,5.0353534818144236e-5,31
Hawaii,2020,01,75-79 years,97,47944,6.526431374237686e-5,31
Hawaii,2020,01,80-84 years,115,30303,1.2241947725818693e-4,31
Hawaii,2020,01,85+ years,413,42277,3.1512597027133645e-4,31
Hawaii,2020,05,10-14 years,0,83830,0,31
Hawaii,2020,05,15-19 years,0,79106,0,31
Hawaii,2020,05,20-24 years,0,90815,0,31
Hawaii,2020,05,25-29 years,0,99021,0,31
Hawaii,2020,05,30-34 years,15,100476,4.8157865335198e-6,31
Hawaii,2020,05,35-39 years,16,99439,5.190408514346127e-6,31
Hawaii,2020,05,40-44 years,22,90023,7.883290040932192e-6,31
Hawaii,2020,05,45-49 years,25,84989,9.488894008674368e-6,31
Hawaii,2020,05,50-54 years,34,86766,1.2640598777728454e-5,31
Hawaii,2020,05,55-59 years,57,91540,2.008640678850071e-5,31
Hawaii,2020,05,60-64 years,69,91685,2.4276669592767662e-5,31
Hawaii,2020,05,65-69 years,76,85178,2.87822313652094e-5,31
Hawaii,2020,05,70-74 years,90,73032,3.9752790645903343e-5,31
Hawaii,2020,05,75-79 years,96,47944,6.459148576565133e-5,31
Hawaii,2020,05,80-84 years,108,30303,1.1496785690334078e-4,31
Hawaii,2020,05,85+ years,337,42277,2.5713668760639314e-4,31
Hawaii,2020,10,10-14 years,0,83830,0,31
Hawaii,2020,10,15-19 years,0,79106,0,31
Hawaii,2020,10,20-24 years,0,90815,0,31
Hawaii,2020,10,25-29 years,0,99021,0,31
Hawaii,2020,10,30-34 years,0,100476,0,31
Hawaii,2020,10,35-39 years,10,99439,3.2440053214663292e-6,31
Hawaii,2020,10,40-44 years,21,90023,7.524958675435274e-6,31
Hawaii,2020,10,45-49 years,22,84989,8.350226727633443e-6,31
Hawaii,2020,10,50-54 years,33,86766,1.2268816460736442e-5,31
Hawaii,2020,10,55-59 years,44,91540,1.5505296468316335e-5,31
Hawaii,2020,10,60-64 years,67,91685,2.3572998010368602e-5,31
Hawaii,2020,10,65-69 years,92,85178,3.484164849472717e-5,31
Hawaii,2020,10,70-74 years,113,73032,4.9911837144300865e-5,31
Hawaii,2020,10,75-79 years,107,47944,7.19925935096322e-5,31
Hawaii,2020,10,80-84 years,111,30303,1.1816140848398913e-4,31
Hawaii,2020,10,85+ years,371,42277,2.830792614301836e-4,31
Hawaii,2020,12,10-14 years,0,83830,0,31
Hawaii,2020,12,15-19 years,0,79106,0,31
Hawaii,2020,12,20-24 years,0,90815,0,31
Hawaii,2020,12,25-29 years,0,99021,0,31
Hawaii,2020,12,30-34 years,10,100476,3.210524355679867e-6,31
Hawaii,2020,12,35-39 years,12,99439,3.8928063857595954e-6,31
Hawaii,2020,12,40-44 years,13,90023,4.658307751459932e-6,31
Hawaii,2020,12,45-49 years,19,84989,7.211559446592519e-6,31
Hawaii,2020,12,50-54 years,27,86766,1.003812255878436e-5,31
Hawaii,2020,12,55-59 years,55,91540,1.938162058539542e-5,31
Hawaii,2020,12,60-64 years,64,91685,2.2517490636770007e-5,31
Hawaii,2020,12,65-69 years,88,85178,3.332679421234773e-5,31
Hawaii,2020,12,70-74 years,125,73032,5.521220923042131e-5,31
Hawaii,2020,12,75-79 years,108,47944,7.266542148635773e-5,31
Hawaii,2020,12,80-84 years,116,30303,1.234839944517364e-4,31
Hawaii,2020,12,85+ years,346,42277,2.6400383950092593e-4,31
Hawaii,2020,02,10-14 years,0,83830,0,29
Hawaii,2020,02,15-19 years,0,79106,0,29
Hawaii,2020,02,20-24 years,0,90815,0,29
Hawaii,2020,02,25-29 years,0,99021,0,29
Hawaii,2020,02,30-34 years,11,100476,3.7751338113339127e-6,29
Hawaii,2020,02,35-39 years,10,99439,3.4677298263950416e-6,29
Hawaii,2020,02,40-44 years,10,90023,3.830438734622225e-6,29
Hawaii,2020,02,45-49 years,22,84989,8.926104432987474e-6,29
Hawaii,2020,02,50-54 years,24,86766,9.538139442829585e-6,29
Hawaii,2020,02,55-59 years,44,91540,1.6574627259234704e-5,29
Hawaii,2020,02,60-64 years,64,91685,2.4070421025512764e-5,29
Hawaii,2020,02,65-69 years,86,85178,3.481553031744477e-5,29
Hawaii,2020,02,70-74 years,95,73032,4.48551603265078e-5,29
Hawaii,2020,02,75-79 years,111,47944,7.983451958319188e-5,29
Hawaii,2020,02,80-84 years,116,30303,1.32000132000132e-4,29
Hawaii,2020,02,85+ years,402,42277,3.278867697688398e-4,29
Hawaii,2020,07,10-14 years,0,83830,0,31
Hawaii,2020,07,15-19 years,0,79106,0,31
Hawaii,2020,07,20-24 years,0,90815,0,31
Hawaii,2020,07,25-29 years,0,99021,0,31
Hawaii,2020,07,30-34 years,12,100476,3.85262922681584e-6,31
Hawaii,2020,07,35-39 years,0,99439,0,31
Hawaii,2020,07,40-44 years,16,90023,5.733301847950685e-6,31
Hawaii,2020,07,45-49 years,21,84989,7.970670967286468e-6,31
Hawaii,2020,07,50-54 years,34,86766,1.2640598777728454e-5,31
Hawaii,2020,07,55-59 years,45,91540,1.585768956986898e-5,31
Hawaii,2020,07,60-64 years,72,91685,2.5332176966366258e-5,31
Hawaii,2020,07,65-69 years,96,85178,3.635650277710661e-5,31
Hawaii,2020,07,70-74 years,119,73032,5.2562023187361085e-5,31
Hawaii,2020,07,75-79 years,110,47944,7.40110774398088e-5,31
Hawaii,2020,07,80-84 years,94,30303,1.0006461619364846e-4,31
