state,year,month,age_group,deaths,population,daily_chance_to_die,days_in_month
New York,2021,05,10-14 years,0,1149868,0,31
New York,2021,05,15-19 years,42,1220023,1.1105025968177808e-6,31
New York,2021,05,20-24 years,81,1309312,1.9956307020835765e-6,31
New York,2021,05,25-29 years,132,1381842,3.0814409434139592e-06,31
New York,2021,05,30-34 years,164,1430038,3.699427973693819e-6,31
New York,2021,05,35-39 years,197,1320383,4.81287528669895e-6,31
New York,2021,05,40-44 years,226,1225040,5.9510894180150535e-6,31
New York,2021,05,45-49 years,279,1166051,7.718358802488056e-6,31
New York,2021,05,50-54 years,510,1292219,1.2731288506999052e-5,31
New York,2021,05,55-59 years,811,1358229,1.9261325095091215e-5,31
New York,2021,05,60-64 years,1050,1307927,2.5896680580747612e-5,31
New York,2021,05,65-69 years,1225,1101934,3.586070402788013e-5,31
New York,2021,05,70-74 years,1447,914171,5.105983383288106e-5,31
New York,2021,05,75-79 years,1508,604163,8.051661768483436e-5,31
New York,2021,05,80-84 years,1608,407758,1.272101779534319e-4,31
New York,2021,05,85+ years,4310,452521,3.072393503605714e-4,31
New York,2021,10,10-14 years,11,1149868,3.085908205789007e-7,31
New York,2021,10,15-19 years,31,1220023,8.196566786036001e-7,31
New York,2021,10,20-24 years,78,1309312,1.9217184538582588e-6,31
New York,2021,10,25-29 years,117,1381842,2.731277199844191e-6,31
New York,2021,10,30-34 years,194,1430038,4.3761526030280536e-6,31
New York,2021,10,35-39 years,210,1320383,5.130476193943043e-6,31
New York,2021,10,40-44 years,257,1225040,6.767389293937472e-6,31
New York,2021,10,45-49 years,306,1166051,8.465296751115932e-6,31
New York,2021,10,50-54 years,501,1292219,1.2506618709816714e-5,31
New York,2021,10,55-59 years,774,1358229,1.8382571669051294e-5,31
New York,2021,10,60-64 years,1125,1307927,2.7746443479372442e-5,31
New York,2021,10,65-69 years,1355,1101934,3.9666329761451086e-5,31
New York,2021,10,70-74 years,1536,914171,5.420034883711493e-5,31
New York,2021,10,75-79 years,1688,604163,9.012735454376684e-5,31
New York,2021,10,80-84 years,1845,407758,1.4595943925626982e-4,31
New York,2021,10,85+ years,4730,452521,3.371791478435041e-4,31
New York,2021,12,10-14 years,10,1149868,2.8053710961718245e-7,31
New York,2021,12,15-19 years,40,1220023,1.057621520778839e-6,31
New York,2021,12,20-24 years,68,1309312,1.6753442931072e-6,31
New York,2021,12,25-29 years,126,1381842,2.941375445986052e-6,31
New York,2021,12,30-34 years,216,1430038,4.8724173312064935e-6,31
New York,2021,12,35-39 years,246,1320383,6.009986398618993e-6,31
New York,2021,12,40-44 years,241,1225040,6.3460732289452566e-6,31
New York,2021,12,45-49 years,346,1166051,9.571871489823898e-6,31
New York,2021,12,50-54 years,559,1292219,1.3954490736102881e-5,31
New York,2021,12,55-59 years,912,1358229,2.166008444725424e-5,31
New York,2021,12,60-64 years,1268,1307927,3.1273324739417116e-5,31
New York,2021,12,65-69 years,1522,1101934,4.4555095126884535e-5,31
New York,2021,12,70-74 years,1761,914171,6.213985306130169e-5,31
New York,2021,12,75-79 years,2079,604163,1.1100401072067018e-4,31
New York,2021,12,80-84 years,2105,407758,1.6652824912436202e-4,31
New York,2021,12,85+ years,5468,452521,3.89787649134943e-4,31
New York,2021,02,10-14 years,11,1149868,3.416541227837829e-7,28
New York,2021,02,15-19 years,24,1220023,7.025628673745144e-7,28
New York,2021,02,20-24 years,57,1309312,1.5547969358825748e-6,28
New York,2021,02,25-29 years,102,1381842,2.6362327551609682e-6,28
New York,2021,02,30-34 years,149,1430038,3.7211798367795623e-6,28
New York,2021,02,35-39 years,183,1320383,4.949862491197089e-6,28
New York,2021,02,40-44 years,209,1225040,6.093095502420912e-6,28
New York,2021,02,45-49 years,305,1166051,9.341664423646258e-6,28
New York,2021,02,50-54 years,512,1292219,1.4150631035230317e-5,28
New York,2021,02,55-59 years,790,1358229,2.0772848845287294e-5,28
New York,2021,02,60-64 years,1208,1307927,3.298567667985839e-5,28
New York,2021,02,65-69 years,1461,1101934,4.7351811840429126e-5,28
New York,2021,02,70-74 years,1858,914171,7.258723242931886e-5,28
New York,2021,02,75-79 years,1956,604163,1.1562631749568056e-4,28
New York,2021,02,80-84 years,2177,407758,1.9067682301757415e-4,28
New York,2021,02,85+ years,5441,452521,4.2941969228263123e-4,28
New York,2021,07,10-14 years,15,1149868,4.208056644257736e-7,31
New York,2021,07,15-19 years,28,1220023,7.403350645451872e-7,31
New York,2021,07,20-24 years,62,1309312,1.5275197966565647e-6,31
New York,2021,07,25-29 years,137,1381842,3.1981621912705486e-6,31
New York,2021,07,30-34 years,173,1430038,3.90244536249409e-6,31
New York,2021,07,35-39 years,170,1320383,4.153242633191987e-6,31
New York,2021,07,40-44 years,233,1225040,6.135415196449148e-6,31
New York,2021,07,45-49 years,275,1166051,7.607701328617259e-6,31
New York,2021,07,50-54 years,500,1292219,1.2481655399018678e-5,31
New York,2021,07,55-59 years,665,1358229,1.5793811576122884e-5,31
New York,2021,07,60-64 years,943,1307927,2.3257685512042857e-5,31
New York,2021,07,65-69 years,1140,1101934,3.337241027900682e-5,31
New York,2021,07,70-74 years,1368,914171,4.827218568305549e-5,31
New York,2021,07,75-79 years,1456,604163,7.774018259225387e-5,31
New York,2021,07,80-84 years,1495,407758,1.1827065674153028e-4,31
New York,2021,07,85+ years,4086,452521,2.9127145836967393e-4,31
New York,2021,06,10-14 years,0,1149868,0,30
New York,2021,06,15-19 years,43,1220023,1.1748412393318268e-6,30
New York,2021,06,20-24 years,75,1309312,1.909399745820706e-6,30
New York,2021,06,25-29 years,130,1381842,3.1359108590803678e-6,30
New York,2021,06,30-34 years,151,1430038,3.5197199887928385e-6,30
New York,2021,06,35-39 years,186,1320383,4.695607259408823e-6,30
New York,2021,06,40-44 years,230,1225040,6.258299048738545e-6,30
New York,2021,06,45-49 years,251,1166051,7.175215034905563e-6,30
New York,2021,06,50-54 years,422,1292219,1.0885667728664156e-5,30
New York,2021,06,55-59 years,690,1358229,1.693381602071521e-5,30
New York,2021,06,60-64 years,936,1307927,2.38545423406658e-5,30
New York,2021,06,65-69 years,1111,1101934,3.36075784333121e-5,30
New York,2021,06,70-74 years,1315,914171,4.7948724399847876e-5,30
New York,2021,06,75-79 years,1405,604163,7.751771183163042e-5,30
New York,2021,06,80-84 years,1544,407758,1.262186558367136e-4,30
New York,2021,06,85+ years,3849,452521,2.8352275364016257e-4,30
New York,2021,03,10-14 years,0,1149868,0,31
New York,2021,03,15-19 years,33,1220023,8.72537754642542e-7,31
New York,2021,03,20-24 years,70,1309312,1.7246191252574118e-6,31
New York,2021,03,25-29 years,127,1381842,2.96471969555737e-6,31
New York,2021,03,30-34 years,141,1430038,3.1806057578709054e-6,31
New York,2021,03,35-39 years,220,1320383,5.374784584130807e-6,31
New York,2021,03,40-44 years,234,1225040,6.161747450511162e-6,31
New York,2021,03,45-49 years,310,1166051,8.57595422498673e-6,31
New York,2021,03,50-54 years,537,1292219,1.340529789854606e-5,31
New York,2021,03,55-59 years,878,1358229,2.085258129900134e-5,31
New York,2021,03,60-64 years,1143,1307927,2.8190386575042403e-5,31
New York,2021,03,65-69 years,1453,1101934,4.2535186083681496e-5,31
New York,2021,03,70-74 years,1789,914171,6.312788025364493e-5,31
New York,2021,03,75-79 years,1827,604163,9.75489791181647e-5,31
New York,2021,03,80-84 years,1985,407758,1.5703495226216562e-4,31
New York,2021,03,85+ years,5099,452521,0.00036348339848922355,31
New York,2021,09,10-14 years,11,1149868,3.18877181264864e-7,30
New York,2021,09,15-19 years,38,1220023,1.0382317928978935e-6,30
New York,2021,09,20-24 years,91,1309312,2.3167383582624563e-6,30
New York,2021,09,25-29 years,137,1381842,3.3047675976462334e-6,30
New York,2021,09,30-34 years,185,1430038,4.31223972136871e-6,30
New York,2021,09,35-39 years,206,1320383,5.200511265796868e-6,30
New York,2021,09,40-44 years,254,1225040,6.91133894947648e-6,30
New York,2021,09,45-49 years,283,1166051,8.089983485570814e-6,30
New York,2021,09,50-54 years,521,1292219,1.3439414423303377e-5,30
New York,2021,09,55-59 years,753,1358229,1.8479947048693557e-5,30
New York,2021,09,60-64 years,1042,1307927,2.6556018289501886e-5,30
New York,2021,09,65-69 years,1296,1101934,3.9203799864601694e-5,30
New York,2021,09,70-74 years,1529,914171,5.5751786773663426e-5,30
New York,2021,09,75-79 years,1620,604163,8.937985278807209e-5,30
New York,2021,09,80-84 years,1623,407758,1.3267673472991333e-4,30
New York,2021,09,85+ years,4386,452521,3.2307892893368483e-4,30
New York,2021,04,10-14 years,12,1149868,3.478660159253062e-7,30
New York,2021,04,15-19 years,35,1220023,9.562661250375334e-7,30
New York,2021,04,20-24 years,72,1309312,1.8330237559878775e-6,30
New York,2021,04,25-29 years,105,1381842,2.5328510784879894e-6,30
New York,2021,04,30-34 years,147,1430038,3.4264823731956774e-6,30
New York,2021,04,35-39 years,191,1320383,4.821833261005835e-6,30
New York,2021,04,40-44 years,237,1225040,6.448769019787109e-6,30
New York,2021,04,45-49 years,307,1166051,8.776059823569752e-6,30
New York,2021,04,50-54 years,543,1292219,1.400691368877876e-5,30
New York,2021,04,55-59 years,845,1358229,2.0737789184788918e-5,30
New York,2021,04,60-64 years,1119,1307927,2.8518411195731873e-5,30
New York,2021,04,65-69 years,1195,1101934,3.614856546157332e-5,30
New York,2021,04,70-74 years,1558,914171,5.6809211114040296e-5,30
New York,2021,04,75-79 years,1610,604163,8.882812530172597e-5,30
New York,2021,04,80-84 years,1782,407758,1.4567464035040393e-4,30
New York,2021,04,85+ years,4482,452521,3.3015042395822516e-4,30
New York,2021,08,10-14 years,11,1149868,3.085908205789007e-7,31
New York,2021,08,15-19 years,44,1220023,1.1633836728567228e-6,31
New York,2021,08,20-24 years,78,1309312,1.9217184538582588e-6,31
New York,2021,08,25-29 years,155,1381842,3.6183586835542705e-6,31
New York,2021,08,30-34 years,186,1430038,4.195692701872258e-6,31
New York,2021,08,35-39 years,211,1320383,5.154907032961819e-6,31
New York,2021,08,40-44 years,267,1225040,7.0307118345576075e-6,31
New York,2021,08,45-49 years,326,1166051,9.018584120469915e-6,31
New York,2021,08,50-54 years,502,1292219,1.2531582020614752e-5,31
New York,2021,08,55-59 years,792,1358229,1.881007333577342e-5,31
New York,2021,08,60-64 years,962,1307927,2.3726292113027814e-5,31
New York,2021,08,65-69 years,1244,1101934,3.6416910865863575e-5,31
New York,2021,08,70-74 years,1480,914171,5.222429445242845e-5,31
New York,2021,08,75-79 years,1624,604163,8.671020366059085e-5,31
New York,2021,08,80-84 years,1659,407758,1.3124482911986538e-4,31
New York,2021,08,85+ years,4331,452521,3.0873634023471805e-4,31
New York,2021,11,10-14 years,0,1149868,0,30
New York,2021,11,15-19 years,31,1220023,8.469785678903868e-7,30
New York,2021,11,20-24 years,84,1309312,2.1385277153191906e-6,30
New York,2021,11,25-29 years,103,1381842,2.484606296040599e-6,30
New York,2021,11,30-34 years,187,1430038,4.35885852916729e-6,30
New York,2021,11,35-39 years,204,1320383,5.1500208651580636e-6,30
New York,2021,11,40-44 years,255,1225040,6.93854894534056e-6,30
New York,2021,11,45-49 years,277,1166051,7.91846440107108e-6,30
New York,2021,11,50-54 years,513,1292219,1.3233051054039602e-5,30
New York,2021,11,55-59 years,775,1358229,1.9019865820368535e-5,30
New York,2021,11,60-64 years,1077,1307927,2.744801506506097e-5,30
New York,2021,11,65-69 years,1307,1101934,3.953654816592161e-5,30
New York,2021,11,70-74 years,1561,914171,5.691859983890687e-5,30
New York,2021,11,75-79 years,1715,604163,9.462126390836027e-5,30
New York,2021,11,80-84 years,1833,407758,1.4984377988905184e-4,30
New York,2021,11,85+ years,5111,452521,3.764834486502652e-4,30
New York,2021,NA,10-14 years,0,1149868,0,31
New York,2021,NA,15-19 years,0,1220023,0,31
New York,2021,NA,20-24 years,0,1309312,0,31
New York,2021,NA,25-29 years,0,1381842,0,31
New York,2021,NA,30-34 years,0,1430038,0,31
New York,2021,NA,35-39 years,0,1320383,0,31
New York,2021,NA,40-44 years,0,1225040,0,31
New York,2021,NA,45-49 years,0,1166051,0,31
New York,2021,NA,50-54 years,0,1292219,0,31
New York,2021,NA,55-59 years,0,1358229,0,31
New York,2021,NA,60-64 years,0,1307927,0,31
New York,2021,NA,65-69 years,0,1101934,0,31
New York,2021,NA,70-74 years,0,914171,0,31
New York,2021,NA,75-79 years,0,604163,0,31
New York,2021,NA,80-84 years,0,407758,0,31
New York,2021,NA,85+ years,0,452521,0,31
North Carolina,2020,01,10-14 years,0,674347,0,31
North Carolina,2020,01,15-19 years,31,700109,1.4283490142249278e-6,31
North Carolina,2020,01,20-24 years,54,704305,2.473268660411282e-6,31
North Carolina,2020,01,25-29 years,86,704415,3.938294256066519e-6,31
North Carolina,2020,01,30-34 years,103,691590,4.804263574026938e-6,31
North Carolina,2020,01,35-39 years,120,663947,5.830236060913724e-6,31
North Carolina,2020,01,40-44 years,120,648443,5.969634558373649e-6,31
North Carolina,2020,01,45-49 years,204,671588,9.798634224093228e-6,31
North Carolina,2020,01,50-54 years,336,679422,1.5952838850404248e-5,31
North Carolina,2020,01,55-59 years,519,698473,2.3969338090192415e-5,31
North Carolina,2020,01,60-64 years,645,658451,3.1599088790059134e-5,31
North Carolina,2020,01,65-69 years,755,576299,4.226076864557707e-5,31
North Carolina,2020,01,70-74 years,993,478927,6.688338319726415e-5,31
North Carolina,2020,01,75-79 years,1089,314224,1.1179614624619544e-4,31
North Carolina,2020,01,80-84 years,1079,194999,1.7849553901765254e-4,31
North Carolina,2020,01,85+ years,2413,185702,4.191592426436945e-4,31
North Carolina,2020,05,10-14 years,0,674347,0,31
North Carolina,2020,05,15-19 years,32,700109,1.4744247888773448e-6,31
North Carolina,2020,05,20-24 years,100,704305,4.5801271489097805e-6,31
North Carolina,2020,05,25-29 years,125,704415,5.724264907073429e-6,31
North Carolina,2020,05,30-34 years,125,691590,5.830416958770556e-6,31
North Carolina,2020,05,35-39 years,167,663947,8.113745184771599e-6,31
North Carolina,2020,05,40-44 years,187,648443,9.302680520132269e-6,31
North Carolina,2020,05,45-49 years,219,671588,1.0519122034688317e-5,31
North Carolina,2020,05,50-54 years,336,679422,1.5952838850404248e-5,31
North Carolina,2020,05,55-59 years,517,698473,2.3876970698708052e-5,31
North Carolina,2020,05,60-64 years,688,658451,3.370569470939641e-5,31
North Carolina,2020,05,65-69 years,806,576299,4.51154695739538e-5,31
North Carolina,2020,05,70-74 years,969,478927,6.526686638282877e-5,31
North Carolina,2020,05,75-79 years,1075,314224,1.1035891387939402e-4,31
North Carolina,2020,05,80-84 years,1110,194999,1.8362377044448035e-4,31
North Carolina,2020,05,85+ years,2383,185702,4.139479797844691e-4,31
North Carolina,2020,10,10-14 years,0,674347,0,31
North Carolina,2020,10,15-19 years,41,700109,1.8891067607490982e-6,31
North Carolina,2020,10,20-24 years,78,704305,3.5724991761496293e-6,31
North Carolina,2020,10,25-29 years,102,704415,4.671000164171917e-6,31
North Carolina,2020,10,30-34 years,113,691590,5.270696930728583e-6,31
North Carolina,2020,10,35-39 years,115,663947,5.5873095583756515e-6,31
North Carolina,2020,10,40-44 years,152,648443,7.561537107273288e-6,31
North Carolina,2020,10,45-49 years,218,671588,1.0471089513981978e-5,31
North Carolina,2020,10,50-54 years,344,679422,1.6332668346842444e-5,31
North Carolina,2020,10,55-59 years,532,698473,2.456972613484078e-5,31
North Carolina,2020,10,60-64 years,747,658451,3.659615399406848e-5,31
North Carolina,2020,10,65-69 years,873,576299,4.8865762950448716e-5,31
North Carolina,2020,10,70-74 years,1131,478927,7.617835488026763e-5,31
North Carolina,2020,10,75-79 years,1148,314224,1.1785305407771567e-4,31
North Carolina,2020,10,80-84 years,1236,194999,2.0446754979223217e-4,31
North Carolina,2020,10,85+ years,2483,185702,4.31318855981887e-4,31
North Carolina,2020,12,10-14 years,0,674347,0,31
North Carolina,2020,12,15-19 years,35,700109,1.612652112834596e-6,31
North Carolina,2020,12,20-24 years,70,704305,3.2060890042368465e-6,31
North Carolina,2020,12,25-29 years,125,704415,5.724264907073429e-6,31
North Carolina,2020,12,30-34 years,121,691590,5.643843616089899e-6,31
North Carolina,2020,12,35-39 years,148,663947,7.1906244751269255e-6,31
North Carolina,2020,12,40-44 years,195,648443,9.70065615735718e-6,31
North Carolina,2020,12,45-49 years,247,671588,1.186403261446582e-5,31
North Carolina,2020,12,50-54 years,413,679422,1.960869775362189e-5,31
North Carolina,2020,12,55-59 years,583,698473,2.692509461769206e-5,31
North Carolina,2020,12,60-64 years,852,658451,4.174019170407811e-5,31
North Carolina,2020,12,65-69 years,1029,576299,5.7597789319601065e-5,31
North Carolina,2020,12,70-74 years,1353,478927,9.113113541379497e-5,31
North Carolina,2020,12,75-79 years,1457,314224,1.4957482560211825e-4,31
North Carolina,2020,12,80-84 years,1539,194999,2.545918763189687e-4,31
North Carolina,2020,12,85+ years,3168,185702,5.503093579341998e-4,31
North Carolina,2020,02,10-14 years,0,674347,0,29
North Carolina,2020,02,15-19 years,30,700109,1.477602428508546e-6,29
North Carolina,2020,02,20-24 years,59,704305,2.8886388121917203e-6,29
North Carolina,2020,02,25-29 years,73,704415,3.5735204095743912e-6,29
North Carolina,2020,02,30-34 years,95,691590,4.736711156849459e-6,29
North Carolina,2020,02,35-39 years,122,663947,6.3361933282688795e-6,29
North Carolina,2020,02,40-44 years,129,648443,6.859933505441443e-6,29
North Carolina,2020,02,45-49 years,188,671588,9.652880368156749e-6,29
North Carolina,2020,02,50-54 years,284,679422,1.4413874511387417e-5,29
North Carolina,2020,02,55-59 years,440,698473,2.1722262411150392e-5,29
North Carolina,2020,02,60-64 years,632,658451,3.309753261560217e-5,29
North Carolina,2020,02,65-69 years,751,576299,4.4935965053102524e-5,29
North Carolina,2020,02,70-74 years,976,478927,7.027202979534063e-5,29
North Carolina,2020,02,75-79 years,1045,314224,1.146776909421963e-4,29
North Carolina,2020,02,80-84 years,1042,194999,1.842626602329172e-4,29
North Carolina,2020,02,85+ years,2316,185702,4.300549749895921e-4,29
North Carolina,2020,07,10-14 years,11,674347,5.26196023230502e-7,31
North Carolina,2020,07,15-19 years,32,700109,1.4744247888773448e-6,31
North Carolina,2020,07,20-24 years,99,704305,4.534325877420683e-6,31
North Carolina,2020,07,25-29 years,99,704415,4.533617806402156e-6,31
North Carolina,2020,07,30-34 years,144,691590,6.7166403365036805e-6,31
North Carolina,2020,07,35-39 years,138,663947,6.704771470050782e-6,31
North Carolina,2020,07,40-44 years,172,648443,8.556476200335563e-6,31
North Carolina,2020,07,45-49 years,261,671588,1.2536487904354571e-5,31
North Carolina,2020,07,50-54 years,318,679422,1.5098222483418306e-5,31
North Carolina,2020,07,55-59 years,568,698473,2.623233918155933e-5,31
North Carolina,2020,07,60-64 years,701,658451,3.434257556873093e-5,31
North Carolina,2020,07,65-69 years,855,576299,4.7858221446315754e-5,31
North Carolina,2020,07,70-74 years,1070,478927,7.206970797691101e-5,31
North Carolina,2020,07,75-79 years,1045,314224,1.0727913023624815e-4,31
North Carolina,2020,07,80-84 years,1072,194999,1.7733755127611077e-4,31
North Carolina,2020,07,85+ years,2299,185702,3.9935644377863804e-4,31
North Carolina,2020,06,10-14 years,0,674347,0,30
North Carolina,2020,06,15-19 years,40,700109,1.9044653522999037e-6,30
North Carolina,2020,06,20-24 years,74,704305,3.5022705598663457e-6,30
North Carolina,2020,06,25-29 years,112,704415,5.299906068629052e-6,30
North Carolina,2020,06,30-34 years,143,691590,6.892330234194634e-6,30
North Carolina,2020,06,35-39 years,137,663947,6.878059041861273e-6,30
North Carolina,2020,06,40-44 years,171,648443,8.790286887205197e-6,30
North Carolina,2020,06,45-49 years,275,671588,1.36492413007181e-5,30
North Carolina,2020,06,50-54 years,307,679422,1.5061822156676312e-5,30
North Carolina,2020,06,55-59 years,520,698473,2.4816039178799085e-5,30
North Carolina,2020,06,60-64 years,645,658451,3.265239174972777e-5,30
North Carolina,2020,06,65-69 years,733,576299,4.239697333039504e-5,30
North Carolina,2020,06,70-74 years,920,478927,6.403202714957951e-5,30
North Carolina,2020,06,75-79 years,973,314224,1.0321723780912131e-4,30
North Carolina,2020,06,80-84 years,1011,194999,1.7282139908409786e-4,30
North Carolina,2020,06,85+ years,2110,185702,3.787430040243688e-4,30
North Carolina,2020,03,10-14 years,0,674347,0,31
North Carolina,2020,03,15-19 years,32,700109,1.4744247888773448e-6,31
North Carolina,2020,03,20-24 years,83,704305,3.801505533595118e-6,31
North Carolina,2020,03,25-29 years,105,704415,4.8083825219416796e-6,31
North Carolina,2020,03,30-34 years,108,691590,5.037480252377761e-6,31
North Carolina,2020,03,35-39 years,122,663947,5.927406661928952e-6,31
North Carolina,2020,03,40-44 years,159,648443,7.909765789845085e-6,31
North Carolina,2020,03,45-49 years,217,671588,1.0423056993275638e-5,31
North Carolina,2020,03,50-54 years,276,679422,1.3104117627117775e-5,31
North Carolina,2020,03,55-59 years,447,698473,2.064411199675532e-5,31
North Carolina,2020,03,60-64 years,679,658451,3.326477719139558e-5,31
North Carolina,2020,03,65-69 years,823,576299,4.6067036550079374e-5,31
North Carolina,2020,03,70-74 years,1021,478927,6.876931948077211e-5,31
North Carolina,2020,03,75-79 years,1078,314224,1.1066689224370862e-4,31
North Carolina,2020,03,80-84 years,1129,194999,1.8676688002866517e-4,31
North Carolina,2020,03,85+ years,2407,185702,4.1811699007184944e-4,31
North Carolina,2020,09,10-14 years,12,674347,5.931664261871113e-7,30
North Carolina,2020,09,15-19 years,31,700109,1.4759606480324254e-6,30
North Carolina,2020,09,20-24 years,90,704305,4.259518248486096e-6,30
North Carolina,2020,09,25-29 years,82,704415,3.8802883716748415e-6,30
North Carolina,2020,09,30-34 years,120,691590,5.783773623100392e-6,30
North Carolina,2020,09,35-39 years,129,663947,6.476420557664994e-6,30
North Carolina,2020,09,40-44 years,144,648443,7.402346852383324e-6,30
North Carolina,2020,09,45-49 years,226,671588,1.1217194668953782e-5,30
North Carolina,2020,09,50-54 years,333,679422,1.633741621554792e-5,30
North Carolina,2020,09,55-59 years,537,698473,2.5627332767336747e-5,30
North Carolina,2020,09,60-64 years,697,658451,3.528483263497714e-5,30
North Carolina,2020,09,65-69 years,856,576299,4.9511335840133915e-5,30
North Carolina,2020,09,70-74 years,1069,478927,7.440243154663097e-5,30
North Carolina,2020,09,75-79 years,1167,314224,1.2379703650898722e-4,30
North Carolina,2020,09,80-84 years,1132,194999,0.00019350526583897013,30
North Carolina,2020,09,85+ years,2399,185702,4.306182306419245e-4,30
North Carolina,2020,04,10-14 years,0,674347,0,30
North Carolina,2020,04,15-19 years,41,700109,1.9520769861074013e-6,30
North Carolina,2020,04,20-24 years,81,704305,3.833566423637486e-6,30
North Carolina,2020,04,25-29 years,96,704415,4.542776630253473e-6,30
North Carolina,2020,04,30-34 years,120,691590,5.783773623100392e-6,30
North Carolina,2020,04,35-39 years,123,663947,6.175191694517786e-6,30
North Carolina,2020,04,40-44 years,184,648443,9.458554311378692e-6,30
North Carolina,2020,04,45-49 years,198,671588,9.827453736517032e-6,30
North Carolina,2020,04,50-54 years,304,679422,1.491463822680651e-5,30
North Carolina,2020,04,55-59 years,483,698473,2.3050282544922996e-5,30
North Carolina,2020,04,60-64 years,631,658451,3.194365766523755e-5,30
North Carolina,2020,04,65-69 years,805,576299,4.6561478214144625e-5,30
North Carolina,2020,04,70-74 years,973,478927,6.772082871363138e-5,30
North Carolina,2020,04,75-79 years,1046,314224,1.1096118268072033e-4,30
North Carolina,2020,04,80-84 years,1118,194999,1.9111209117311713e-4,30
North Carolina,2020,04,85+ years,2408,185702,4.322337221282844e-4,30
North Carolina,2020,08,10-14 years,10,674347,4.783600211186382e-7,31
North Carolina,2020,08,15-19 years,29,700109,1.3361974649200937e-6,31
North Carolina,2020,08,20-24 years,80,704305,3.6641017191278247e-6,31
North Carolina,2020,08,25-29 years,97,704415,4.442029567888981e-6,31
North Carolina,2020,08,30-34 years,139,691590,6.483423658152859e-6,31
North Carolina,2020,08,35-39 years,161,663947,7.822233381725912e-6,31
North Carolina,2020,08,40-44 years,154,648443,7.661031016579516e-6,31
North Carolina,2020,08,45-49 years,211,671588,1.0134861869037603e-5,31
North Carolina,2020,08,50-54 years,377,679422,1.7899465019650004e-5,31
North Carolina,2020,08,55-59 years,532,698473,2.456972613484078e-5,31
North Carolina,2020,08,60-64 years,756,658451,3.703707151206931e-5,31
North Carolina,2020,08,65-69 years,897,576299,5.0209151622626e-5,31
North Carolina,2020,08,70-74 years,1039,478927,6.998170709159864e-5,31
North Carolina,2020,08,75-79 years,1103,314224,1.1323337861299685e-4,31
North Carolina,2020,08,80-84 years,1131,194999,1.8709773366910567e-4,31
North Carolina,2020,08,85+ years,2485,185702,4.316662735058354e-4,31
North Carolina,2020,11,10-14 years,10,674347,4.943053551559262e-7,30
North Carolina,2020,11,15-19 years,43,700109,2.0473002537223965e-6,30
North Carolina,2020,11,20-24 years,85,704305,4.0228783457924245e-6,30
North Carolina,2020,11,25-29 years,108,704415,5.110623709035157e-6,30
North Carolina,2020,11,30-34 years,126,691590,6.0729623042554115e-6,30
North Carolina,2020,11,35-39 years,144,663947,7.229492715533017e-6,30
North Carolina,2020,11,40-44 years,160,648443,8.224829835981472e-6,30
North Carolina,2020,11,45-49 years,219,671588,1.0869759435844594e-5,30
North Carolina,2020,11,50-54 years,323,679422,1.5846803115981918e-5,30
North Carolina,2020,11,55-59 years,524,698473,2.5006931787866772e-5,30
North Carolina,2020,11,60-64 years,728,658451,3.685417239349119e-5,30
North Carolina,2020,11,65-69 years,868,576299,5.020541998742551e-5,30
North Carolina,2020,11,70-74 years,1133,478927,7.885683343529737e-5,30
North Carolina,2020,11,75-79 years,1289,314224,1.3673897177385135e-4,30
North Carolina,2020,11,80-84 years,1295,194999,2.213686565914013e-4,30
North Carolina,2020,11,85+ years,2549,185702,4.575430887479223e-4,30
North Carolina,2020,NA,10-14 years,0,674347,0,31
North Carolina,2020,NA,15-19 years,0,700109,0,31
North Carolina,2020,NA,20-24 years,0,704305,0,31
North Carolina,2020,NA,25-29 years,0,704415,0,31
North Carolina,2020,NA,30-34 years,0,691590,0,31
North Carolina,2020,NA,35-39 years,0,663947,0,31
North Carolina,2020,NA,40-44 years,0,648443,0,31
North Carolina,2020,NA,45-49 years,0,671588,0,31
North Carolina,2020,NA,50-54 years,0,679422,0,31
North Carolina,2020,NA,55-59 years,0,698473,0,31
North Carolina,2020,NA,60-64 years,0,658451,0,31
North Carolina,2020,NA,65-69 years,0,576299,0,31
North Carolina,2020,NA,70-74 years,0,478927,0,31
North Carolina,2020,NA,75-79 years,0,314224,0,31
North Carolina,2020,NA,80-84 years,0,194999,0,31
North Carolina,2020,NA,85+ years,0,185702,0,31
North Carolina,2021,01,10-14 years,0,668060,0,31
North Carolina,2021,01,15-19 years,36,703310,1.6511784598265988e-6,31
North Carolina,2021,01,20-24 years,87,734847,3.819096509754038e-6,31
North Carolina,2021,01,25-29 years,112,702270,5.144607096709886e-6,31
North Carolina,2021,01,30-34 years,137,711874,6.208057660077033e-6,31
North Carolina,2021,01,35-39 years,158,670404,7.602541442993161e-6,31
North Carolina,2021,01,40-44 years,214,659553,1.04665217297952e-5,31
North Carolina,2021,01,45-49 years,256,651158,1.2682120953945175e-5,31
North Carolina,2021,01,50-54 years,405,694308,1.8816600311435643e-5,31
North Carolina,2021,01,55-59 years,664,693432,3.0888904519418885e-5,31
North Carolina,2021,01,60-64 years,965,670634,4.6417318922190814e-5,31
North Carolina,2021,01,65-69 years,1214,589507,6.64305772833582e-5,31
North Carolina,2021,01,70-74 years,1588,501359,1.0217390423152452e-4,31
North Carolina,2021,01,75-79 years,1636,323931,1.6291800892284807e-4,31
